PlaceName			HIF-1α-OH	HIF-1α-PHD	PHD	HIF-1β	HIF-1αβ	HIF-1αβ-HRE	mRNA	HRE	H+_ext_(pH_ext)	CO2_ext	H2O_ext	HCO-3_ext	CA2	NBC	H+_int_(pH_int)	CO2	H2O	VHL	HIF1α-OH-VHL	OH_HIF1α_degraded	HIF-1αβ-PHD	HIF-1αβ-OH-HRE	HIF-1αβ-OH	CA9	normoxia	HIF-1α	O2_inverse	O2	hypoxia	CA9_degraded	
PlaceID			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	
----------------
Step	Time	Fired transition(s)
101	14.775456601659489	HCO3-H+_conversion	0	3	47	45	3	2	0	48	6	1	1	3	1	1	7	3	3	50	0	0	0	0	0	2	0	61	50	0	1	3	
102	14.823575854484806	H2O-CO2-conversion	0	3	47	45	3	2	0	48	7	1	1	4	1	1	7	3	3	50	0	0	0	0	0	2	0	61	50	0	1	3	
103	14.862960089466725	HIF-1αβ_ass	0	3	47	44	4	2	0	48	7	1	1	4	1	1	7	3	3	50	0	0	0	0	0	2	0	60	50	0	1	3	
104	15.072042488977972	HIF-1αβ-HRE_ass	0	3	47	44	3	3	0	47	7	1	1	4	1	1	7	3	3	50	0	0	0	0	0	2	0	60	50	0	1	3	
105	15.137200635617909	HIF-1αβ-HRE_Transcription	0	3	47	44	3	3	1	47	7	1	1	4	1	1	7	3	3	50	0	0	0	0	0	2	0	60	50	0	1	3	
106	15.203410586528584	CA9_degradation	0	3	47	44	3	3	1	47	7	1	1	4	1	1	7	3	3	50	0	0	0	0	0	1	0	60	50	0	1	4	
107	15.311875451594902	HIF-1αβ-PHD_ass	0	3	46	44	2	3	1	47	7	1	1	4	1	1	7	3	3	50	0	0	1	0	0	1	0	60	50	0	1	4	
108	15.325999132265716	HCO3-H+_conversion	0	3	46	44	2	3	1	47	7	1	1	3	1	1	6	4	4	50	0	0	1	0	0	1	0	60	50	0	1	4	
109	15.396492196028147	H2O-CO2-conversion	0	3	46	44	2	3	1	47	8	1	1	4	1	1	6	4	4	50	0	0	1	0	0	1	0	60	50	0	1	4	
110	15.413525241954128	HIF-1αβ_diss	0	3	46	45	1	3	1	47	8	1	1	4	1	1	6	4	4	50	0	0	1	0	0	1	0	61	50	0	1	4	
111	15.42326757763075	H2O-CO2-conversion	0	3	46	45	1	3	1	47	9	1	1	5	1	1	6	4	4	50	0	0	1	0	0	1	0	61	50	0	1	4	
112	15.47311410889613	HIF-1αβ-HRE_Transcription	0	3	46	45	1	3	2	47	9	1	1	5	1	1	6	4	4	50	0	0	1	0	0	1	0	61	50	0	1	4	
113	15.480965619026424	HCO3-H+_conversion	0	3	46	45	1	3	2	47	9	1	1	4	1	1	5	5	5	50	0	0	1	0	0	1	0	61	50	0	1	4	
114	15.506556474907434	HIF-1αβ-PHD_ass	0	3	45	45	0	3	2	47	9	1	1	4	1	1	5	5	5	50	0	0	2	0	0	1	0	61	50	0	1	4	
115	15.566732108772392	HIF-1αβ_ass	0	3	45	44	1	3	2	47	9	1	1	4	1	1	5	5	5	50	0	0	2	0	0	1	0	60	50	0	1	4	
